Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
22,31-Aug-16,22.18,3.884,142.4054482,7.753,FALSE
23,31-Aug-16,20.19,3.884,138.3771935,4.156,FALSE
24,31-Aug-16,21.77,4.026,138.3771935,8.953,FALSE
25,31-Aug-16,20.31,3.867,215.0878309,7.28,FALSE
26,31-Aug-16,17.61,3.884,138.3771935,7.405,FALSE
27,31-Aug-16,23.89,4.026,142.4054482,8.239,FALSE
28,31-Aug-16,32.1,4.093,130.8853548,10.926,FALSE
29,31-Aug-16,22.18,3.884,138.3771935,9.419,FALSE
30,31-Aug-16,28.66,3.638,221.9415576,6.565,FALSE
31,31-Aug-16,28.66,3.638,221.9415576,6.565,FALSE
32,31-Aug-16,24.51,3.556,198.0967341,7.872,FALSE
33,31-Aug-16,34.75,3.886,130.8853548,7.147,FALSE
34,31-Aug-16,24.38,3.646,130.8853548,9.285,FALSE
35,31-Aug-16,23.89,3.867,142.4054482,8.839,FALSE
36,31-Aug-16,29.33,3.608,220.9853964,6.623,FALSE
37,31-Aug-16,29.33,3.638,220.9853964,6.623,FALSE
38,31-Aug-16,32.1,4.093,130.8853548,10.926,FALSE
39,31-Aug-16,28.73,3.638,220.9853964,6.623,FALSE
40,31-Aug-16,18.95,3.884,138.3771935,4.156,FALSE
41,31-Aug-16,21.98,3.556,198.0967341,6.432,FALSE
42,31-Aug-16,30.54,3.886,130.8853548,7.17,FALSE
43,31-Aug-16,27.29,3.638,213.6736313,9.285,FALSE
44,31-Aug-16,26.21,3.624,130.8853548,5.407,FALSE
45,31-Aug-16,23.94,3.867,191.461281,8.684,FALSE
1,7-Sep-16,28.87,3.73,222.4390153,6.908,TRUE
2,7-Sep-16,30.92,3.73,222.0747635,6.565,TRUE
3,7-Sep-16,29.44,3.73,225.9660263,6.334,TRUE
4,7-Sep-16,27.83,3.709,130.9325484,4.077,TRUE
5,7-Sep-16,30.17,3.73,223.0298805,5.603,TRUE
6,7-Sep-16,30.18,3.73,224.0560076,5.668,TRUE
7,7-Sep-16,14.36,3.596,198.0950484,7.872,TRUE
8,7-Sep-16,27.15,3.73,226.0153733,5.401,TRUE
9,7-Sep-16,31.07,3.73,226.2103541,5.277,TRUE
10,7-Sep-16,28.37,4.124,130.9325484,7.17,TRUE
11,7-Sep-16,29.54,3.73,225.9660263,6.334,TRUE
12,7-Sep-16,31.4,4.124,130.9325484,10.926,TRUE
13,7-Sep-16,21.47,3.689,130.9325484,5.765,TRUE
14,7-Sep-16,24.28,3.911,191.5776756,8.684,TRUE
15,7-Sep-16,22.01,4.076,138.4729355,8.193,TRUE
16,7-Sep-16,15.61,3.596,198.0950484,6.061,TRUE
17,7-Sep-16,16.66,3.689,130.9325484,5.936,TRUE
18,7-Sep-16,22.14,3.921,138.4729355,8.535,TRUE
19,7-Sep-16,22.33,4.076,138.4729355,8.193,TRUE
20,7-Sep-16,24.64,3.911,215.2189573,7.28,TRUE
21,7-Sep-16,31.33,3.73,222.0747635,6.565,TRUE
22,7-Sep-16,22.94,3.921,142.500303,7.753,TRUE
23,7-Sep-16,19.3,3.921,138.4729355,4.156,TRUE
24,7-Sep-16,22.67,4.076,138.4729355,8.953,TRUE
25,7-Sep-16,22.66,3.911,215.2189573,7.28,TRUE
26,7-Sep-16,16.43,3.921,138.4729355,7.405,TRUE
27,7-Sep-16,24.44,4.076,142.500303,8.239,TRUE
28,7-Sep-16,31.4,4.124,130.9325484,10.926,TRUE
29,7-Sep-16,22.94,3.921,138.4729355,9.419,TRUE
30,7-Sep-16,31.33,3.73,222.0747635,6.565,TRUE
31,7-Sep-16,31.33,3.73,222.0747635,6.565,TRUE
32,7-Sep-16,22.53,3.596,198.0950484,7.872,TRUE
33,7-Sep-16,33.34,4.124,130.9325484,7.147,TRUE
34,7-Sep-16,25.7,3.709,130.9325484,9.285,TRUE
35,7-Sep-16,24.44,3.911,142.500303,8.839,TRUE
36,7-Sep-16,28.99,3.697,221.1181142,6.623,TRUE
37,7-Sep-16,28.99,3.73,221.1181142,6.623,TRUE
38,7-Sep-16,31.4,4.124,130.9325484,10.926,TRUE
39,7-Sep-16,28.73,3.73,221.1181142,6.623,TRUE
40,7-Sep-16,18.37,3.921,138.4729355,4.156,TRUE
41,7-Sep-16,19.67,3.596,198.0950484,6.432,TRUE
42,7-Sep-16,28.37,4.124,130.9325484,7.17,TRUE
43,7-Sep-16,29.44,3.73,213.7990991,9.285,TRUE
44,7-Sep-16,21.47,3.689,130.9325484,5.407,TRUE
45,7-Sep-16,24.28,3.911,191.5776756,8.684,TRUE
1,14-Sep-16,23.87,3.717,222.5820193,6.908,FALSE
2,14-Sep-16,24.38,3.717,222.2174395,6.565,FALSE
3,14-Sep-16,25.76,3.717,226.1122067,6.334,FALSE
4,14-Sep-16,20.11,3.706,130.9776667,4.077,FALSE
5,14-Sep-16,24.81,3.717,223.1734167,5.603,FALSE
6,14-Sep-16,24.67,3.717,224.2004678,5.668,FALSE
7,14-Sep-16,12.03,3.659,198.1267184,7.872,FALSE
8,14-Sep-16,19.56,3.717,226.1615981,5.401,FALSE
9,14-Sep-16,23.08,3.717,226.3567545,5.277,FALSE
10,14-Sep-16,25.82,3.966,130.9776667,7.17,FALSE
11,14-Sep-16,26.45,3.717,226.1122067,6.334,FALSE
12,14-Sep-16,28.69,4.133,130.9776667,10.926,FALSE
13,14-Sep-16,20.31,3.749,130.9776667,5.765,FALSE
14,14-Sep-16,19.93,3.948,191.69985,8.684,FALSE
15,14-Sep-16,18.58,4.088,138.5673,8.193,FALSE
16,14-Sep-16,13.72,3.659,198.1267184,6.061,FALSE
17,14-Sep-16,15.36,3.749,130.9776667,5.936,FALSE
18,14-Sep-16,18.03,3.988,138.5673,8.535,FALSE
19,14-Sep-16,18.38,4.088,138.5673,8.193,FALSE
20,14-Sep-16,18.24,3.948,215.3583757,7.28,FALSE
21,14-Sep-16,24.5,3.717,222.2174395,6.565,FALSE
22,14-Sep-16,19.12,3.988,142.5938833,7.753,FALSE
23,14-Sep-16,16.32,3.988,138.5673,4.156,FALSE
24,14-Sep-16,17.93,4.088,138.5673,8.953,FALSE
25,14-Sep-16,16.06,3.948,215.3583757,7.28,FALSE
26,14-Sep-16,14.27,3.988,138.5673,7.405,FALSE
27,14-Sep-16,20.4,4.088,142.5938833,8.239,FALSE
28,14-Sep-16,28.69,4.133,130.9776667,10.926,FALSE
29,14-Sep-16,19.12,3.988,138.5673,9.419,FALSE
30,14-Sep-16,24.5,3.717,222.2174395,6.565,FALSE
31,14-Sep-16,24.5,3.717,222.2174395,6.565,FALSE
32,14-Sep-16,17.81,3.659,198.1267184,7.872,FALSE
33,14-Sep-16,28.56,3.966,130.9776667,7.147,FALSE
34,14-Sep-16,17.93,3.706,130.9776667,9.285,FALSE
35,14-Sep-16,20.4,3.948,142.5938833,8.839,FALSE
36,14-Sep-16,25.64,3.692,221.2601207,6.623,FALSE
37,14-Sep-16,25.64,3.717,221.2601207,6.623,FALSE
38,14-Sep-16,28.69,4.133,130.9776667,10.926,FALSE
39,14-Sep-16,24.84,3.717,221.2601207,6.623,FALSE
40,14-Sep-16,15.21,3.988,138.5673,4.156,FALSE
41,14-Sep-16,15.22,3.659,198.1267184,6.432,FALSE
42,14-Sep-16,25.82,3.966,130.9776667,7.17,FALSE
43,14-Sep-16,22.79,3.717,213.9332167,9.285,FALSE
44,14-Sep-16,20.31,3.749,130.9776667,5.407,FALSE
45,14-Sep-16,19.93,3.948,191.69985,8.684,FALSE
1,21-Sep-16,21.04,3.721,222.7818386,6.908,FALSE
2,21-Sep-16,21.72,3.721,222.4169362,6.565,FALSE
3,21-Sep-16,22.66,3.721,226.3151496,6.334,FALSE
4,21-Sep-16,20.54,3.721,131.0103333,4.077,FALSE
5,21-Sep-16,21.72,3.721,223.3737593,5.603,FALSE
6,21-Sep-16,21.56,3.721,224.4017192,5.668,FALSE
7,21-Sep-16,10.98,3.765,198.358523,7.872,FALSE
8,21-Sep-16,19.42,3.721,226.3645848,5.401,FALSE
9,21-Sep-16,21.07,3.721,226.5599138,5.277,FALSE
10,21-Sep-16,27.74,4.125,131.0103333,7.17,FALSE
11,21-Sep-16,23.13,3.721,226.3151496,6.334,FALSE
12,21-Sep-16,28.32,4.125,131.0103333,10.926,FALSE
13,21-Sep-16,19.98,3.821,131.0103333,5.765,FALSE
14,21-Sep-16,18.51,4.038,191.8567038,8.684,FALSE
15,21-Sep-16,15.74,4.203,138.6534,8.193,FALSE
16,21-Sep-16,13.6,3.765,198.358523,6.061,FALSE
17,21-Sep-16,14.68,3.821,131.0103333,5.936,FALSE
18,21-Sep-16,15.68,4.056,138.6534,8.535,FALSE
19,21-Sep-16,15.9,4.203,138.6534,8.193,FALSE
20,21-Sep-16,16.08,4.038,215.5475459,7.28,FALSE
21,21-Sep-16,21.97,3.721,222.4169362,6.565,FALSE
22,21-Sep-16,17.43,4.056,142.6798167,7.753,FALSE
23,21-Sep-16,13.78,4.056,138.6534,4.156,FALSE
24,21-Sep-16,16.25,4.203,138.6534,8.953,FALSE
25,21-Sep-16,14.22,4.038,215.5475459,7.28,FALSE
26,21-Sep-16,11.49,4.056,138.6534,7.405,FALSE
27,21-Sep-16,18.94,4.203,142.6798167,8.239,FALSE
28,21-Sep-16,28.32,4.125,131.0103333,10.926,FALSE
29,21-Sep-16,17.43,4.056,138.6534,9.419,FALSE
30,21-Sep-16,21.97,3.721,222.4169362,6.565,FALSE
31,21-Sep-16,21.97,3.721,222.4169362,6.565,FALSE
32,21-Sep-16,17.49,3.765,198.358523,7.872,FALSE
33,21-Sep-16,30.29,4.125,131.0103333,7.147,FALSE
34,21-Sep-16,18.93,3.721,131.0103333,9.285,FALSE
35,21-Sep-16,18.94,4.038,142.6798167,8.839,FALSE
36,21-Sep-16,24.43,3.709,221.4578604,6.623,FALSE
37,21-Sep-16,24.43,3.721,221.4578604,6.623,FALSE
38,21-Sep-16,28.32,4.125,131.0103333,10.926,FALSE
39,21-Sep-16,23.1,3.721,221.4578604,6.623,FALSE
40,21-Sep-16,12.29,4.056,138.6534,4.156,FALSE
41,21-Sep-16,15.45,3.765,198.358523,6.432,FALSE
42,21-Sep-16,27.74,4.125,131.0103333,7.17,FALSE
43,21-Sep-16,24.37,3.721,214.1192333,9.285,FALSE
44,21-Sep-16,19.98,3.821,131.0103333,5.407,FALSE
45,21-Sep-16,18.51,4.038,191.8567038,8.684,FALSE
1,28-Sep-16,24.49,3.666,222.9816579,6.908,FALSE
2,28-Sep-16,26.36,3.666,222.6164329,6.565,FALSE
3,28-Sep-16,25.26,3.666,226.5180926,6.334,FALSE
4,28-Sep-16,22.08,3.666,131.043,4.077,FALSE
5,28-Sep-16,25.74,3.666,223.5741019,5.603,FALSE
6,28-Sep-16,25.46,3.666,224.6029706,5.668,FALSE
7,28-Sep-16,10.36,3.789,198.5903276,7.872,FALSE
8,28-Sep-16,21.72,3.666,226.5675714,5.401,FALSE
9,28-Sep-16,24.89,3.666,226.7630732,5.277,FALSE
10,28-Sep-16,28.07,3.966,131.043,7.17,FALSE
11,28-Sep-16,25.37,3.666,226.5180926,6.334,FALSE
12,28-Sep-16,27.34,3.966,131.043,10.926,FALSE
13,28-Sep-16,18.22,3.821,131.043,5.765,FALSE
14,28-Sep-16,18.27,3.997,192.0135577,8.684,FALSE
15,28-Sep-16,13.96,4.158,138.7395,8.193,FALSE
16,28-Sep-16,10.78,3.789,198.5903276,6.061,FALSE
17,28-Sep-16,14.32,3.821,131.043,5.936,FALSE
18,28-Sep-16,14.58,4.018,138.7395,8.535,FALSE
19,28-Sep-16,13.78,4.158,138.7395,8.193,FALSE
20,28-Sep-16,14.81,3.997,215.7367162,7.28,FALSE
21,28-Sep-16,26.88,3.666,222.6164329,6.565,FALSE
22,28-Sep-16,16.76,4.018,142.76575,7.753,FALSE
23,28-Sep-16,12.06,4.018,138.7395,4.156,FALSE
24,28-Sep-16,14.92,4.158,138.7395,8.953,FALSE
25,28-Sep-16,12.51,3.997,215.7367162,7.28,FALSE
26,28-Sep-16,10.37,4.018,138.7395,7.405,FALSE
27,28-Sep-16,18.29,4.158,142.76575,8.239,FALSE
28,28-Sep-16,27.34,3.966,131.043,10.926,FALSE
29,28-Sep-16,16.76,4.018,138.7395,9.419,FALSE
30,28-Sep-16,26.88,3.666,222.6164329,6.565,FALSE
31,28-Sep-16,26.88,3.666,222.6164329,6.565,FALSE
32,28-Sep-16,15.9,3.789,198.5903276,7.872,FALSE
33,28-Sep-16,30.23,3.966,131.043,7.147,FALSE
34,28-Sep-16,19.48,3.666,131.043,9.285,FALSE
35,28-Sep-16,18.29,3.997,142.76575,8.839,FALSE
36,28-Sep-16,26.38,3.66,221.6556,6.623,FALSE
37,28-Sep-16,26.38,3.666,221.6556,6.623,FALSE
38,28-Sep-16,27.34,3.966,131.043,10.926,FALSE
39,28-Sep-16,25.58,3.666,221.6556,6.623,FALSE
40,28-Sep-16,10.54,4.018,138.7395,4.156,FALSE
41,28-Sep-16,13.38,3.789,198.5903276,6.432,FALSE
42,28-Sep-16,28.07,3.966,131.043,7.17,FALSE
43,28-Sep-16,25.31,3.666,214.30525,9.285,FALSE
44,28-Sep-16,18.22,3.821,131.043,5.407,FALSE
45,28-Sep-16,18.27,3.997,192.0135577,8.684,FALSE
1,5-Oct-16,20.31,3.617,223.1814772,6.573,FALSE
2,5-Oct-16,21.26,3.617,222.8159296,6.17,FALSE
3,5-Oct-16,22.63,3.617,226.7210356,6.034,FALSE
4,5-Oct-16,17.26,3.62,131.0756667,3.879,FALSE
5,5-Oct-16,21.76,3.617,223.7744444,5.422,FALSE
6,5-Oct-16,21.58,3.617,224.804222,5.329,FALSE
7,5-Oct-16,9.13,3.779,198.8221322,7.557,FALSE
8,5-Oct-16,16.34,3.617,226.7705581,5.124,FALSE
9,5-Oct-16,19.23,3.617,226.9662325,4.954,FALSE
10,5-Oct-16,27.16,4.132,131.0756667,6.943,FALSE
11,5-Oct-16,22.98,3.617,226.7210356,6.034,FALSE
12,5-Oct-16,27.56,3.966,131.0756667,10.199,FALSE
13,5-Oct-16,16.55,3.815,131.0756667,5.621,FALSE
14,5-Oct-16,18.27,3.985,192.1704115,8.667,FALSE
15,5-Oct-16,15.32,4.151,138.8256,7.992,FALSE
16,5-Oct-16,10.26,3.779,198.8221322,5.847,FALSE
17,5-Oct-16,11.56,3.815,131.0756667,5.527,FALSE
18,5-Oct-16,15.38,4.027,138.8256,8.243,FALSE
19,5-Oct-16,15.48,4.151,138.8256,7.992,FALSE
20,5-Oct-16,15.98,3.985,215.9258865,7.293,FALSE
21,5-Oct-16,21.27,3.617,222.8159296,6.17,FALSE
22,5-Oct-16,16.72,4.027,142.8516833,7.543,FALSE
23,5-Oct-16,13.69,4.027,138.8256,4.145,FALSE
24,5-Oct-16,15.75,4.151,138.8256,8.693,FALSE
25,5-Oct-16,14.21,3.985,215.9258865,7.293,FALSE
26,5-Oct-16,12.26,4.027,138.8256,7.138,FALSE
27,5-Oct-16,18.06,4.151,142.8516833,8,FALSE
28,5-Oct-16,27.56,3.966,131.0756667,10.199,FALSE
29,5-Oct-16,16.72,4.027,138.8256,9.151,FALSE
30,5-Oct-16,21.27,3.617,222.8159296,6.17,FALSE
31,5-Oct-16,21.27,3.617,222.8159296,6.17,FALSE
32,5-Oct-16,12.97,3.779,198.8221322,7.557,FALSE
33,5-Oct-16,29.54,4.132,131.0756667,6.895,FALSE
34,5-Oct-16,18.56,3.62,131.0756667,8.839,FALSE
35,5-Oct-16,18.06,3.985,142.8516833,8.665,FALSE
36,5-Oct-16,23.09,3.611,221.8533396,6.228,FALSE
37,5-Oct-16,23.09,3.617,221.8533396,6.228,FALSE
38,5-Oct-16,27.56,3.966,131.0756667,10.199,FALSE
39,5-Oct-16,22.25,3.617,221.8533396,6.228,FALSE
40,5-Oct-16,14.01,4.027,138.8256,4.145,FALSE
41,5-Oct-16,10.08,3.779,198.8221322,6.195,FALSE
42,5-Oct-16,27.16,4.132,131.0756667,6.943,FALSE
43,5-Oct-16,23.38,3.617,214.4912667,8.839,FALSE
44,5-Oct-16,16.55,3.815,131.0756667,5.217,FALSE
45,5-Oct-16,18.27,3.985,192.1704115,8.667,FALSE
1,12-Oct-16,17.22,3.601,223.3812965,6.573,FALSE
2,12-Oct-16,16.09,3.601,223.0154263,6.17,FALSE
3,12-Oct-16,21.28,3.601,226.9239785,6.034,FALSE
4,12-Oct-16,13.95,3.603,131.1083333,3.879,FALSE
5,12-Oct-16,19.02,3.601,223.974787,5.422,FALSE
6,12-Oct-16,18.57,3.601,225.0054733,5.329,FALSE
7,12-Oct-16,5.24,3.76,199.0539368,7.557,FALSE
8,12-Oct-16,12.79,3.601,226.9735448,5.124,FALSE
9,12-Oct-16,15.61,3.601,227.1693919,4.954,FALSE
10,12-Oct-16,24.46,4.468,131.1083333,6.943,FALSE
11,12-Oct-16,21.08,3.601,226.9239785,6.034,FALSE
12,12-Oct-16,22.08,4.468,131.1083333,10.199,FALSE
13,12-Oct-16,12.83,3.797,131.1083333,5.621,FALSE
14,12-Oct-16,12.48,4,192.3272654,8.667,FALSE
15,12-Oct-16,9.51,4.186,138.9117,7.992,FALSE
16,12-Oct-16,6.26,3.76,199.0539368,5.847,FALSE
17,12-Oct-16,7.12,3.797,131.1083333,5.527,FALSE
18,12-Oct-16,10.54,4.029,138.9117,8.243,FALSE
19,12-Oct-16,9.05,4.186,138.9117,7.992,FALSE
20,12-Oct-16,8.44,4,216.1150568,7.293,FALSE
21,12-Oct-16,16.41,3.601,223.0154263,6.17,FALSE
22,12-Oct-16,12.32,4.029,142.9376167,7.543,FALSE
23,12-Oct-16,8.94,4.029,138.9117,4.145,FALSE
24,12-Oct-16,10.91,4.186,138.9117,8.693,FALSE
25,12-Oct-16,6.52,4,216.1150568,7.293,FALSE
26,12-Oct-16,7.33,4.029,138.9117,7.138,FALSE
27,12-Oct-16,13,4.186,142.9376167,8,FALSE
28,12-Oct-16,22.08,4.468,131.1083333,10.199,FALSE
29,12-Oct-16,12.32,4.029,138.9117,9.151,FALSE
30,12-Oct-16,16.41,3.601,223.0154263,6.17,FALSE
31,12-Oct-16,16.41,3.601,223.0154263,6.17,FALSE
32,12-Oct-16,6.38,3.76,199.0539368,7.557,FALSE
33,12-Oct-16,26.47,4.468,131.1083333,6.895,FALSE
34,12-Oct-16,15.52,3.603,131.1083333,8.839,FALSE
35,12-Oct-16,13,4,142.9376167,8.665,FALSE
36,12-Oct-16,21.82,3.576,222.0510793,6.228,FALSE
37,12-Oct-16,21.82,3.601,222.0510793,6.228,FALSE
38,12-Oct-16,22.08,4.468,131.1083333,10.199,FALSE
39,12-Oct-16,21.04,3.601,222.0510793,6.228,FALSE
40,12-Oct-16,8.53,4.029,138.9117,4.145,FALSE
41,12-Oct-16,4.1,3.76,199.0539368,6.195,FALSE
42,12-Oct-16,24.46,4.468,131.1083333,6.943,FALSE
43,12-Oct-16,21.74,3.601,214.6772833,8.839,FALSE
44,12-Oct-16,12.83,3.797,131.1083333,5.217,FALSE
45,12-Oct-16,12.48,4,192.3272654,8.667,FALSE
1,19-Oct-16,19.98,3.594,223.4257233,6.573,FALSE
2,19-Oct-16,20.04,3.594,223.0598077,6.17,FALSE
3,19-Oct-16,23.02,3.594,226.9688442,6.034,FALSE
4,19-Oct-16,18.03,3.61,131.1499677,3.879,FALSE
5,19-Oct-16,20.65,3.594,224.0192873,5.422,FALSE
6,19-Oct-16,20.93,3.594,225.0501013,5.329,FALSE
7,19-Oct-16,6.12,3.75,199.1481963,7.557,FALSE
8,19-Oct-16,17.22,3.594,227.0184166,5.124,FALSE
9,19-Oct-16,20.01,3.594,227.214288,4.954,FALSE
10,19-Oct-16,22.62,4.449,131.1499677,6.943,FALSE
11,19-Oct-16,23.21,3.594,226.9688442,6.034,FALSE
12,19-Oct-16,20.37,4.449,131.1499677,10.199,FALSE
13,19-Oct-16,11.14,3.781,131.1499677,5.621,FALSE
14,19-Oct-16,13.59,3.969,192.3308542,8.667,FALSE
15,19-Oct-16,11.61,4.153,138.8336129,7.992,FALSE
16,19-Oct-16,4.77,3.75,199.1481963,5.847,FALSE
17,19-Oct-16,8.98,3.781,131.1499677,5.527,FALSE
18,19-Oct-16,11.09,4,138.8336129,8.243,FALSE
19,19-Oct-16,11.91,4.153,138.8336129,7.992,FALSE
20,19-Oct-16,13.48,3.969,216.1464699,7.293,FALSE
21,19-Oct-16,20.29,3.594,223.0598077,6.17,FALSE
22,19-Oct-16,12.93,4,142.8633629,7.543,FALSE
23,19-Oct-16,8.83,4,138.8336129,4.145,FALSE
24,19-Oct-16,11.44,4.153,138.8336129,8.693,FALSE
25,19-Oct-16,11.07,3.969,216.1464699,7.293,FALSE
26,19-Oct-16,6.39,4,138.8336129,7.138,FALSE
27,19-Oct-16,13.63,4.153,142.8633629,8,FALSE
28,19-Oct-16,20.37,4.449,131.1499677,10.199,FALSE
29,19-Oct-16,12.93,4,138.8336129,9.151,FALSE
30,19-Oct-16,20.29,3.594,223.0598077,6.17,FALSE
31,19-Oct-16,20.29,3.594,223.0598077,6.17,FALSE
32,19-Oct-16,11.98,3.75,199.1481963,7.557,FALSE
33,19-Oct-16,24.19,4.449,131.1499677,6.895,FALSE
34,19-Oct-16,14.71,3.61,131.1499677,8.839,FALSE
35,19-Oct-16,13.63,3.969,142.8633629,8.665,FALSE
36,19-Oct-16,23.37,3.57,222.0951719,6.228,FALSE
37,19-Oct-16,23.37,3.594,222.0951719,6.228,FALSE
38,19-Oct-16,20.37,4.449,131.1499677,10.199,FALSE
39,19-Oct-16,21.92,3.594,222.0951719,6.228,FALSE
40,19-Oct-16,7.96,4,138.8336129,4.145,FALSE
41,19-Oct-16,9.76,3.75,199.1481963,6.195,FALSE
42,19-Oct-16,22.62,4.449,131.1499677,6.943,FALSE
43,19-Oct-16,21.81,3.594,214.7212488,8.839,FALSE
44,19-Oct-16,11.14,3.781,131.1499677,5.217,FALSE
45,19-Oct-16,13.59,3.969,192.3308542,8.667,FALSE
1,26-Oct-16,20.64,3.506,223.4442513,6.573,FALSE
2,26-Oct-16,20.99,3.506,223.0783366,6.17,FALSE
3,26-Oct-16,23.7,3.506,226.9873637,6.034,FALSE
4,26-Oct-16,17.58,3.514,131.1930968,3.879,FALSE
5,26-Oct-16,22.06,3.506,224.0378139,5.422,FALSE
6,26-Oct-16,22.41,3.506,225.0686254,5.329,FALSE
7,26-Oct-16,5.85,3.686,199.2195317,7.557,FALSE
8,26-Oct-16,18.19,3.506,227.0369359,5.124,FALSE
9,26-Oct-16,20.84,3.506,227.2328068,4.954,FALSE
10,26-Oct-16,21.39,4.301,131.1930968,6.943,FALSE
11,26-Oct-16,23.48,3.506,226.9873637,6.034,FALSE
12,26-Oct-16,18.86,4.301,131.1930968,10.199,FALSE
13,26-Oct-16,8.32,3.755,131.1930968,5.621,FALSE
14,26-Oct-16,14.92,3.882,192.3088989,8.667,FALSE
15,26-Oct-16,13.19,4.071,138.7281613,7.992,FALSE
16,26-Oct-16,4.99,3.686,199.2195317,5.847,FALSE
17,26-Oct-16,4.41,3.755,131.1930968,5.527,FALSE
18,26-Oct-16,13.38,3.917,138.7281613,8.243,FALSE
19,26-Oct-16,13.61,4.071,138.7281613,7.992,FALSE
20,26-Oct-16,15.58,3.882,216.1515902,7.293,FALSE
21,26-Oct-16,21.39,3.506,223.0783366,6.17,FALSE
22,26-Oct-16,14.21,3.917,142.7624113,7.543,FALSE
23,26-Oct-16,10.31,3.917,138.7281613,4.145,FALSE
24,26-Oct-16,12.87,4.071,138.7281613,8.693,FALSE
25,26-Oct-16,13.72,3.882,216.1515902,7.293,FALSE
26,26-Oct-16,8.31,3.917,138.7281613,7.138,FALSE
27,26-Oct-16,14.99,4.071,142.7624113,8,FALSE
28,26-Oct-16,18.86,4.301,131.1930968,10.199,FALSE
29,26-Oct-16,14.21,3.917,138.7281613,9.151,FALSE
30,26-Oct-16,21.39,3.506,223.0783366,6.17,FALSE
31,26-Oct-16,21.39,3.506,223.0783366,6.17,FALSE
32,26-Oct-16,8.46,3.686,199.2195317,7.557,FALSE
33,26-Oct-16,23.17,4.301,131.1930968,6.895,FALSE
34,26-Oct-16,14.42,3.514,131.1930968,8.839,FALSE
35,26-Oct-16,14.99,3.882,142.7624113,8.665,FALSE
36,26-Oct-16,23.55,3.494,222.1136566,6.228,FALSE
37,26-Oct-16,23.55,3.506,222.1136566,6.228,FALSE
38,26-Oct-16,18.86,4.301,131.1930968,10.199,FALSE
39,26-Oct-16,22.72,3.506,222.1136566,6.228,FALSE
40,26-Oct-16,9.81,3.917,138.7281613,4.145,FALSE
41,26-Oct-16,5.44,3.686,199.2195317,6.195,FALSE
42,26-Oct-16,21.39,4.301,131.1930968,6.943,FALSE
43,26-Oct-16,20.65,3.506,214.7415392,8.839,FALSE
44,26-Oct-16,8.32,3.755,131.1930968,5.217,FALSE
45,26-Oct-16,14.92,3.882,192.3088989,8.667,FALSE
1,2-Nov-16,12.96,3.386,223.4627793,6.573,FALSE
2,2-Nov-16,13.56,3.386,223.0968655,6.17,FALSE
3,2-Nov-16,16.45,3.386,227.0058832,6.034,FALSE
4,2-Nov-16,11.84,3.404,131.2362258,3.879,FALSE
5,2-Nov-16,14.35,3.386,224.0563405,5.422,FALSE
6,2-Nov-16,14.66,3.386,225.0871495,5.329,FALSE
7,2-Nov-16,2.89,3.604,199.2908671,7.557,FALSE
8,2-Nov-16,11.89,3.386,227.0554553,5.124,FALSE
9,2-Nov-16,13.48,3.386,227.2513257,4.954,FALSE
10,2-Nov-16,21.55,4.099,131.2362258,6.943,FALSE
11,2-Nov-16,16.79,3.386,227.0058832,6.034,FALSE
12,2-Nov-16,17.34,4.099,131.2362258,10.199,FALSE
13,2-Nov-16,11.42,3.702,131.2362258,5.621,FALSE
14,2-Nov-16,11.36,3.787,192.2869435,8.667,FALSE
15,2-Nov-16,8.53,3.97,138.6227097,7.992,FALSE
16,2-Nov-16,3.44,3.604,199.2908671,5.847,FALSE
17,2-Nov-16,5.8,3.702,131.2362258,5.527,FALSE
18,2-Nov-16,11.84,3.817,138.6227097,8.243,FALSE
19,2-Nov-16,8.23,3.97,138.6227097,7.992,FALSE
20,2-Nov-16,5.74,3.787,216.1567105,7.293,FALSE
21,2-Nov-16,13.87,3.386,223.0968655,6.17,FALSE
22,2-Nov-16,12.53,3.817,142.6614597,7.543,FALSE
23,2-Nov-16,11.04,3.817,138.6227097,4.145,FALSE
24,2-Nov-16,11.52,3.97,138.6227097,8.693,FALSE
25,2-Nov-16,4.91,3.787,216.1567105,7.293,FALSE
26,2-Nov-16,9.26,3.817,138.6227097,7.138,FALSE
27,2-Nov-16,12.47,3.97,142.6614597,8,FALSE
28,2-Nov-16,17.34,4.099,131.2362258,10.199,FALSE
29,2-Nov-16,12.53,3.817,138.6227097,9.151,FALSE
30,2-Nov-16,13.87,3.386,223.0968655,6.17,FALSE
31,2-Nov-16,13.87,3.386,223.0968655,6.17,FALSE
32,2-Nov-16,7.96,3.604,199.2908671,7.557,FALSE
33,2-Nov-16,21.64,4.099,131.2362258,6.895,FALSE
34,2-Nov-16,10.51,3.404,131.2362258,8.839,FALSE
35,2-Nov-16,12.47,3.787,142.6614597,8.665,FALSE
36,2-Nov-16,16.91,3.388,222.1321414,6.228,FALSE
37,2-Nov-16,16.91,3.386,222.1321414,6.228,FALSE
38,2-Nov-16,17.34,4.099,131.2362258,10.199,FALSE
39,2-Nov-16,15.48,3.386,222.1321414,6.228,FALSE
40,2-Nov-16,11.32,3.817,138.6227097,4.145,FALSE
41,2-Nov-16,7.12,3.604,199.2908671,6.195,FALSE
42,2-Nov-16,21.55,4.099,131.2362258,6.943,FALSE
